,DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,FlightType,Passenger_Count,Month,Year,Scaled Passenger Count
483,04/18/2018 03:12:41 PM,2015-11-01,Arrival,International,Scheduled Carriers,741343,11,2015,0.019481649471532105
484,04/18/2018 03:12:41 PM,2013-08-01,Departure,International,Commuter,0,8,2013,0.0
485,04/18/2018 03:12:41 PM,2015-08-01,Departure,International,Scheduled Carriers,1018530,8,2015,0.026765808048689468
486,04/18/2018 03:12:41 PM,2008-01-01,Departure,Domestic,Charter,3254,1,2008,8.551141290922755e-05
487,04/18/2018 03:12:41 PM,2012-01-01,Departure,Domestic,Commuter,65819,1,2012,0.001729648336285325
488,04/18/2018 03:12:41 PM,2008-12-01,Arrival,Domestic,Commuter,136373,12,2008,0.0035837270782637025
489,04/18/2018 03:12:41 PM,2006-11-01,Departure,Domestic,Charter,2075,11,2006,5.452863607456889e-05
490,04/18/2018 03:12:41 PM,2011-09-01,Departure,Domestic,Charter,372,9,2011,9.775736202284158e-06
491,07/11/2018 02:24:22 PM,2018-05-01,Arrival,International,Charter,21,5,2018,5.51856075935396e-07
492,04/18/2018 03:12:41 PM,2013-10-01,Arrival,International,Commuter,0,10,2013,0.0
493,04/18/2018 03:12:41 PM,2007-01-01,Arrival,International,Scheduled Carriers,718536,1,2007,0.01888230749420551
494,04/18/2018 03:12:41 PM,2012-06-01,Arrival,Domestic,Charter,216,6,2012,5.67623392390693e-06
495,07/11/2018 02:24:22 PM,2018-05-01,Departure,International,Scheduled Carriers,1151435,5,2018,0.030258400037841554
496,08/27/2020 07:15:54 AM,2020-07-01,Arrival,Domestic,Charter,455,7,2020,1.1956881645266913e-05
497,04/18/2018 03:12:41 PM,2016-03-01,Arrival,Domestic,Commuter,1175,3,2016,3.087766139162334e-05
498,04/18/2018 03:12:41 PM,2011-09-01,Departure,International,Scheduled Carriers,687105,9,2011,0.01805633662169477
499,04/18/2018 03:12:41 PM,2008-01-01,Arrival,International,Charter,1009,1,2008,2.6515370505657834e-05
500,04/18/2018 03:12:41 PM,2015-09-01,Arrival,International,Scheduled Carriers,872242,9,2015,0.022921526066001986
501,04/18/2018 03:12:41 PM,2007-06-01,Departure,Domestic,Charter,366,6,2007,9.618063037731187e-06
502,07/18/2019 06:18:08 AM,2019-06-01,Arrival,Domestic,Charter,91,6,2019,2.3913763290533827e-06
503,04/18/2018 03:12:41 PM,2018-02-01,Arrival,Domestic,Charter,1156,2,2018,3.0378363037205606e-05
504,04/18/2018 03:12:41 PM,2012-10-01,Arrival,International,Charter,59,10,2012,1.5504527847708744e-06
505,04/18/2018 03:12:41 PM,2009-09-01,Departure,International,Charter,140,9,2009,3.6790405062359732e-06
506,04/18/2018 03:12:41 PM,2012-08-01,Departure,Domestic,Scheduled Carriers,2165893,8,2012,0.056917200565521076
507,04/18/2018 03:12:41 PM,2009-06-01,Departure,Domestic,Charter,655,6,2009,1.7212653797032586e-05
508,08/03/2020 07:35:04 AM,2020-06-01,Arrival,Domestic,Scheduled Carriers,449877,6,2020,0.011822255041599436
509,04/18/2018 03:12:41 PM,2017-08-01,Arrival,Domestic,Scheduled Carriers,2715435,8,2017,0.07135853826464914
510,04/18/2018 03:12:41 PM,2006-12-01,Arrival,International,Charter,310,12,2006,8.146446835236798e-06
511,04/18/2018 03:12:41 PM,2006-09-01,Arrival,Domestic,Commuter,162552,9,2006,0.00427168137406907
512,04/18/2018 03:12:41 PM,2012-07-01,Departure,Domestic,Charter,57,7,2012,1.4978950632532178e-06
513,04/18/2018 03:12:41 PM,2008-04-01,Departure,International,Charter,404,4,2008,1.0616659746566665e-05
514,04/18/2018 03:12:41 PM,2011-01-01,Arrival,International,Scheduled Carriers,682305,1,2011,0.017930198090052397
515,04/18/2018 03:12:41 PM,2007-01-01,Departure,International,Commuter,4707,1,2007,0.00012369459759180518
516,04/18/2018 03:12:41 PM,2010-01-01,Arrival,International,Commuter,0,1,2010,0.0
517,04/18/2018 03:12:41 PM,2007-08-01,Arrival,International,Commuter,4503,8,2007,0.00011833370999700419
518,04/18/2018 03:12:41 PM,2016-01-01,Arrival,Domestic,Commuter,1460,1,2016,3.8367136707889435e-05
519,04/18/2018 03:12:41 PM,2009-08-01,Departure,International,Charter,741,8,2009,1.947263582229183e-05
520,04/18/2018 03:12:41 PM,2006-06-01,Arrival,Domestic,Commuter,172403,6,2006,0.004530554431404289
521,04/18/2018 03:12:41 PM,2016-11-01,Arrival,Domestic,Scheduled Carriers,2367652,11,2016,0.062219197233361535
522,04/18/2018 03:12:41 PM,2008-04-01,Arrival,International,Scheduled Carriers,708299,4,2008,0.018613290796617384
523,04/18/2018 03:12:41 PM,2015-11-01,Departure,International,Charter,50,11,2015,1.313943037941419e-06
524,11/10/2019 06:01:31 AM,2019-09-01,Departure,International,Charter,67,9,2019,1.7606836708415014e-06
525,04/18/2018 03:12:41 PM,2009-06-01,Arrival,Domestic,Commuter,140300,6,2009,0.003686924164463622
526,04/18/2018 03:12:41 PM,2007-11-01,Departure,International,Commuter,4599,11,2007,0.00012085648062985172
527,04/18/2018 03:12:41 PM,2016-01-01,Arrival,Domestic,Scheduled Carriers,2150602,1,2016,0.05651537050565783
528,04/18/2018 03:12:41 PM,2006-04-01,Arrival,Domestic,Scheduled Carriers,1664977,4,2006,0.0437536987496518
529,04/18/2018 03:12:41 PM,2013-02-01,Departure,International,Scheduled Carriers,593951,2,2013,0.015608355626566876
530,04/18/2018 03:12:41 PM,2008-05-01,Arrival,Domestic,Charter,356,5,2008,9.355274430142904e-06
531,04/18/2018 03:12:41 PM,2009-12-01,Departure,Domestic,Commuter,42734,12,2009,0.001123000835667772
532,04/18/2018 03:12:41 PM,2007-06-01,Arrival,International,Scheduled Carriers,722785,6,2007,0.01899396637356977
533,04/18/2018 03:12:41 PM,2013-12-01,Departure,International,Charter,176,12,2013,4.625079493553794e-06
534,04/18/2018 03:12:41 PM,2015-04-01,Arrival,Domestic,Commuter,118,4,2015,3.1009055695417487e-06
535,08/21/2018 11:02:45 AM,2018-07-01,Departure,International,Scheduled Carriers,1265736,7,2018,0.033262100101436404
536,04/18/2018 03:12:41 PM,2013-09-01,Arrival,International,Charter,647,9,2013,1.700242291096196e-05
537,04/18/2018 03:12:41 PM,2006-10-01,Arrival,Domestic,Charter,1708,10,2006,4.4884294176078875e-05
538,04/18/2018 03:12:41 PM,2014-08-01,Arrival,International,Commuter,0,8,2014,0.0
539,11/26/2019 01:26:41 PM,2019-10-01,Arrival,Domestic,Charter,422,10,2019,1.1089679240225577e-05
540,04/18/2018 03:12:41 PM,2016-07-01,Arrival,International,Charter,311,7,2016,8.172725695995625e-06
541,04/18/2018 03:12:41 PM,2010-12-01,Arrival,International,Scheduled Carriers,653578,12,2010,0.017175285257033535
542,09/26/2018 09:27:08 AM,2018-08-01,Departure,Domestic,Charter,492,8,2018,1.2929199493343563e-05
543,04/18/2018 03:12:41 PM,2010-11-01,Departure,Domestic,Scheduled Carriers,1673505,11,2010,0.04397780487420309
544,04/18/2018 03:12:41 PM,2013-09-01,Arrival,Domestic,Commuter,23900,9,2013,0.0006280647721359983
545,04/18/2018 03:12:41 PM,2007-02-01,Departure,Domestic,Commuter,146753,2,2007,0.003856501652940341
546,04/18/2018 03:12:41 PM,2017-06-01,Arrival,International,Charter,6,6,2017,1.576731645529703e-07
547,04/18/2018 03:12:41 PM,2010-05-01,Departure,International,Charter,396,5,2010,1.0406428860496039e-05
548,04/18/2018 03:12:41 PM,2014-12-01,Arrival,International,Charter,152,12,2014,3.994386835341914e-06
549,04/18/2018 03:12:41 PM,2010-07-01,Departure,International,Charter,1223,7,2010,3.213904670804711e-05
550,04/18/2018 03:12:41 PM,2013-06-01,Departure,Domestic,Charter,225,6,2013,5.912743670736385e-06
551,04/18/2018 03:12:41 PM,2007-06-01,Arrival,International,Commuter,3572,6,2007,9.386809063053498e-05
552,09/26/2018 09:27:08 AM,2018-08-01,Arrival,Domestic,Charter,223,8,2018,5.860185949218729e-06
553,04/18/2018 03:12:41 PM,2015-05-01,Arrival,International,Charter,11,5,2015,2.8906746834711215e-07
554,04/18/2018 03:12:41 PM,2008-11-01,Departure,International,Commuter,2898,11,2008,7.615613847908465e-05
555,04/18/2018 03:12:41 PM,2012-11-01,Arrival,International,Scheduled Carriers,631759,11,2012,0.01660190679413666
556,04/29/2019 01:10:30 PM,2019-02-01,Departure,Domestic,Scheduled Carriers,2168549,2,2019,0.05698699721969652
557,04/18/2018 03:12:41 PM,2015-10-01,Departure,Domestic,Charter,1554,10,2015,4.0837349619219306e-05
558,04/18/2018 03:12:41 PM,2012-12-01,Departure,International,Scheduled Carriers,722116,12,2012,0.018976385815722113
559,04/18/2018 03:12:41 PM,2011-08-01,Departure,Domestic,Scheduled Carriers,2033398,8,2011,0.05343538290928011
560,04/18/2018 03:12:41 PM,2018-01-01,Arrival,Domestic,Scheduled Carriers,2288824,1,2018,0.060147687197464605
561,04/18/2018 03:12:41 PM,2014-04-01,Departure,International,Charter,103,4,2014,2.706722658159323e-06
562,04/18/2018 03:12:41 PM,2007-01-01,Arrival,Domestic,Charter,1036,1,2007,2.72248997461462e-05
563,04/18/2018 03:12:41 PM,2009-01-01,Departure,International,Charter,464,1,2009,1.2193391392096367e-05
564,04/29/2019 01:10:30 PM,2019-02-01,Departure,International,Charter,0,2,2019,0.0
565,04/18/2018 03:12:41 PM,2007-08-01,Departure,International,Commuter,4776,8,2007,0.00012550783898416433
566,11/25/2018 11:40:39 AM,2018-10-01,Departure,Domestic,Scheduled Carriers,2551287,10,2018,0.06704491582880898
567,04/18/2018 03:12:41 PM,2013-03-01,Arrival,Domestic,Commuter,27030,3,2013,0.0007103176063111312
568,04/18/2018 03:12:41 PM,2014-05-01,Arrival,Domestic,Charter,480,5,2014,1.2613853164237621e-05
569,04/18/2018 03:12:41 PM,2017-05-01,Arrival,Domestic,Charter,639,5,2017,1.6792192024891337e-05
570,04/18/2018 03:12:41 PM,2016-05-01,Arrival,Domestic,Charter,88,5,2016,2.312539746776897e-06
571,04/18/2018 03:12:41 PM,2013-07-01,Departure,International,Charter,428,7,2013,1.1247352404778547e-05
572,04/18/2018 03:12:41 PM,2008-09-01,Arrival,International,Commuter,5377,9,2008,0.0001413014343002202
573,04/18/2018 03:12:41 PM,2012-12-01,Arrival,Domestic,Commuter,25449,12,2012,0.0006687707274514235
574,04/29/2019 01:10:30 PM,2019-02-01,Departure,Domestic,Charter,144,2,2019,3.7841559492712868e-06
575,04/18/2018 03:12:41 PM,2007-11-01,Arrival,International,Scheduled Carriers,648018,11,2007,0.01702917479121445
576,04/18/2018 03:12:41 PM,2015-06-01,Departure,International,Charter,8,6,2015,2.1023088607062704e-07
577,04/18/2018 03:12:41 PM,2012-12-01,Departure,Domestic,Scheduled Carriers,1910828,12,2012,0.050214382946070515
578,04/18/2018 03:12:41 PM,2012-02-01,Arrival,Domestic,Scheduled Carriers,1520352,2,2012,0.039953118512406245
579,04/18/2018 03:12:41 PM,2011-03-01,Arrival,Domestic,Scheduled Carriers,1729185,3,2011,0.04544101184125465
580,04/18/2018 03:12:41 PM,2009-09-01,Departure,Domestic,Scheduled Carriers,1593079,9,2009,0.04186430121881356
581,03/22/2019 10:49:20 AM,2018-01-01,Departure,Domestic,Scheduled Carriers,2312325,1,2018,0.060765266704157835
582,04/18/2018 03:12:41 PM,2009-04-01,Departure,International,Scheduled Carriers,596052,4,2009,0.015663567513021174
583,04/18/2018 03:12:41 PM,2013-03-01,Arrival,International,Scheduled Carriers,713486,3,2013,0.018749599247373426
584,04/18/2018 03:12:41 PM,2010-02-01,Arrival,International,Scheduled Carriers,558794,2,2010,0.014684469718868746
585,01/22/2020 06:57:11 AM,2019-12-01,Arrival,Domestic,Scheduled Carriers,2690294,12,2019,0.07069786142631145
586,07/11/2018 02:24:22 PM,2018-05-01,Departure,Domestic,Charter,101,5,2018,2.6541649366416662e-06
587,04/18/2018 03:12:41 PM,2015-08-01,Departure,Domestic,Charter,5,8,2015,1.313943037941419e-07
588,04/18/2018 03:12:41 PM,2006-08-01,Departure,Domestic,Commuter,163622,8,2006,0.004299799755081017
589,04/18/2018 03:12:41 PM,2006-12-01,Arrival,Domestic,Scheduled Carriers,1657818,12,2006,0.04356556838547935
590,09/27/2019 07:57:24 AM,2019-08-01,Departure,International,Scheduled Carriers,1180374,8,2019,0.03101888398934129
591,04/18/2018 03:12:41 PM,2010-07-01,Departure,Domestic,Charter,751,7,2010,1.9735424429880113e-05
592,04/18/2018 03:12:41 PM,2013-03-01,Departure,International,Charter,77,3,2013,2.0234722784297856e-06
593,04/18/2018 03:12:41 PM,2007-05-01,Departure,International,Charter,259,5,2007,6.80622493653655e-06
594,04/18/2018 03:12:41 PM,2013-04-01,Departure,Domestic,Charter,966,4,2013,2.5385379493028214e-05
595,04/18/2018 03:12:41 PM,2009-06-01,Departure,International,Commuter,5057,6,2009,0.00013289219885739514
596,04/18/2018 03:12:41 PM,2015-07-01,Arrival,International,Charter,135,7,2015,3.5476462024418313e-06
597,04/18/2018 03:12:41 PM,2006-12-01,Arrival,International,Scheduled Carriers,656826,12,2006,0.01726063899677821
598,04/18/2018 03:12:41 PM,2010-06-01,Arrival,Domestic,Charter,463,6,2010,1.216711253133754e-05
599,04/18/2018 03:12:41 PM,2010-09-01,Arrival,International,Scheduled Carriers,637943,9,2010,0.016764415269069254
600,04/18/2018 03:12:41 PM,2015-07-01,Arrival,Domestic,Scheduled Carriers,2600871,7,2015,0.06834792686067472
601,04/18/2018 03:12:41 PM,2015-12-01,Arrival,International,Charter,145,12,2015,3.810434810030115e-06
602,04/18/2018 03:12:41 PM,2014-05-01,Departure,Domestic,Charter,423,5,2014,1.1115958100984405e-05
603,04/18/2018 03:12:41 PM,2011-12-01,Arrival,International,Charter,271,12,2011,7.1215712656424906e-06
604,04/18/2018 03:12:41 PM,2008-09-01,Departure,International,Commuter,5655,9,2008,0.00014860695759117448
605,10/29/2018 10:20:51 AM,2018-09-01,Arrival,Domestic,Charter,760,9,2018,1.9971934176709566e-05
606,04/18/2018 03:12:41 PM,2009-04-01,Arrival,International,Charter,381,4,2009,1.0012245949113613e-05
607,04/18/2018 03:12:41 PM,2013-11-01,Arrival,Domestic,Scheduled Carriers,1830380,11,2013,0.04810030115574429
608,07/18/2019 06:18:08 AM,2019-06-01,Departure,Domestic,Charter,177,6,2019,4.651358354312623e-06
609,04/29/2019 01:10:30 PM,2019-02-01,Arrival,Domestic,Scheduled Carriers,2149661,2,2019,0.05649064209768378
610,04/18/2018 03:12:41 PM,2009-12-01,Arrival,Domestic,Charter,4994,12,2009,0.00013123663062958893
611,04/18/2018 03:12:41 PM,2008-04-01,Departure,Domestic,Scheduled Carriers,1652647,4,2008,0.043429680396495446
612,04/18/2018 03:12:41 PM,2009-12-01,Departure,International,Scheduled Carriers,692281,12,2009,0.01819235600498247
613,04/18/2018 03:12:41 PM,2008-06-01,Arrival,Domestic,Commuter,157727,6,2008,0.004144885870907724
614,04/18/2018 03:12:41 PM,2011-04-01,Departure,Domestic,Commuter,107582,4,2011,0.0028271323981562744
615,04/18/2018 03:12:41 PM,2014-10-01,Departure,Domestic,Charter,1619,10,2014,4.2545475568543144e-05
616,04/18/2018 03:12:41 PM,2014-03-01,Departure,Domestic,Scheduled Carriers,2128484,3,2014,0.055934134663394065
617,04/18/2018 03:12:41 PM,2010-01-01,Arrival,International,Scheduled Carriers,697343,1,2010,0.01832537959814366
618,04/18/2018 03:12:41 PM,2009-11-01,Departure,Domestic,Scheduled Carriers,1588433,11,2009,0.04174220963172804
619,04/18/2018 03:12:41 PM,2007-08-01,Arrival,Domestic,Commuter,156909,8,2007,0.004123389762807002
620,06/24/2019 01:17:06 PM,2019-05-01,Departure,Domestic,Scheduled Carriers,2714482,5,2019,0.07133349451034597
621,04/18/2018 03:12:41 PM,2010-01-01,Departure,International,Commuter,0,1,2010,0.0
622,06/01/2020 07:57:59 AM,2020-04-01,Arrival,International,Scheduled Carriers,19246,4,2020,0.000505762954164411
623,04/18/2018 03:12:41 PM,2008-07-01,Departure,International,Scheduled Carriers,781270,7,2008,0.020530885545049848
624,04/18/2018 03:12:41 PM,2008-09-01,Departure,Domestic,Scheduled Carriers,1446998,9,2008,0.03802545896030315
625,04/18/2018 03:12:41 PM,2009-04-01,Departure,International,Charter,470,4,2009,1.2351064556649339e-05
626,04/18/2018 03:12:41 PM,2014-11-01,Arrival,Domestic,Scheduled Carriers,1988905,11,2014,0.05226615755753756
627,04/18/2018 03:12:41 PM,2011-09-01,Departure,Domestic,Commuter,121424,9,2011,0.003190884388779977
628,04/18/2018 03:12:41 PM,2010-11-01,Arrival,Domestic,Commuter,68369,11,2010,0.0017966594312203374
629,04/18/2018 03:12:41 PM,2013-07-01,Departure,Domestic,Charter,339,7,2013,8.90853379724282e-06
630,04/18/2018 03:12:41 PM,2008-11-01,Arrival,International,Charter,321,11,2008,8.435514303583909e-06
631,04/18/2018 03:12:41 PM,2009-04-01,Arrival,Domestic,Scheduled Carriers,1553617,4,2009,0.04082728481554867
632,04/18/2018 03:12:41 PM,2018-02-01,Arrival,Domestic,Scheduled Carriers,2134426,2,2018,0.05609028365402302
633,04/18/2018 03:12:41 PM,2012-09-01,Arrival,International,Scheduled Carriers,720211,9,2012,0.018926324585976546
634,11/10/2019 06:01:31 AM,2019-09-01,Departure,International,Scheduled Carriers,1039765,9,2019,0.02732383965690319
635,04/18/2018 03:12:41 PM,2013-09-01,Departure,International,Scheduled Carriers,737176,9,2013,0.01937214545875007
636,04/18/2018 03:12:41 PM,2009-05-01,Departure,International,Scheduled Carriers,577923,5,2009,0.015187158046324374
637,04/18/2018 03:12:41 PM,2015-08-01,Arrival,International,Charter,24,8,2015,6.306926582118812e-07
638,04/18/2018 03:12:41 PM,2006-12-01,Departure,Domestic,Scheduled Carriers,1703031,12,2006,0.04475371451696825
639,04/18/2018 03:12:41 PM,2006-06-01,Departure,Domestic,Charter,600,6,2006,1.576731645529703e-05
640,04/18/2018 03:12:41 PM,2015-07-01,Departure,Domestic,Commuter,1567,7,2015,4.1178974809084064e-05
641,04/18/2018 03:12:41 PM,2008-08-01,Arrival,International,Scheduled Carriers,819103,8,2008,0.021525093684138602
642,04/18/2018 03:12:41 PM,2016-03-01,Arrival,International,Charter,5,3,2016,1.313943037941419e-07
643,04/18/2018 03:12:41 PM,2007-01-01,Departure,International,Scheduled Carriers,671834,1,2007,0.017655032139046706
644,01/22/2020 06:57:11 AM,2019-12-01,Departure,Domestic,Charter,567,12,2019,1.4900114050255691e-05
645,04/18/2018 03:12:41 PM,2009-03-01,Departure,International,Commuter,5341,3,2009,0.00014035539531290236
646,04/18/2018 03:12:41 PM,2013-04-01,Departure,International,Commuter,0,4,2013,0.0
647,04/18/2018 03:12:41 PM,2006-03-01,Arrival,Domestic,Commuter,168803,3,2006,0.004435950532672507
648,04/18/2018 03:12:41 PM,2008-03-01,Departure,International,Scheduled Carriers,728470,3,2008,0.019143361696983708
649,04/18/2018 03:12:41 PM,2013-08-01,Departure,Domestic,Scheduled Carriers,2283957,8,2013,0.06001978798215139
650,04/18/2018 03:12:41 PM,2017-03-01,Arrival,International,Charter,24,3,2017,6.306926582118812e-07
651,04/18/2018 03:12:41 PM,2015-05-01,Arrival,Domestic,Scheduled Carriers,2319130,5,2015,0.06094409435162166
652,04/18/2018 03:12:41 PM,2015-01-01,Departure,Domestic,Commuter,1295,1,2015,3.403112468268275e-05
653,04/18/2018 03:12:41 PM,2009-10-01,Arrival,International,Charter,6036,10,2009,0.00015861920354028812
654,04/18/2018 03:12:41 PM,2015-08-01,Departure,International,Charter,9,8,2015,2.3650974682945542e-07
655,04/18/2018 03:12:41 PM,2012-08-01,Departure,Domestic,Charter,263,8,2012,6.9113403795718635e-06
656,05/23/2018 07:44:39 AM,2018-04-01,Departure,Domestic,Scheduled Carriers,2543919,4,2018,0.06685129318273794
657,04/18/2018 03:12:41 PM,2016-11-01,Departure,Domestic,Charter,1467,11,2016,3.855108873320123e-05
658,04/18/2018 03:12:41 PM,2014-01-01,Arrival,International,Commuter,0,1,2014,0.0
659,04/18/2018 03:12:41 PM,2013-01-01,Arrival,Domestic,Commuter,25819,1,2013,0.0006784939059321899
660,04/18/2018 03:12:41 PM,2014-04-01,Arrival,International,Scheduled Carriers,787972,4,2014,0.020707006469855516
661,04/18/2018 03:12:41 PM,2014-07-01,Departure,Domestic,Commuter,25934,7,2014,0.0006815159749194552
662,04/18/2018 03:12:41 PM,2014-06-01,Departure,Domestic,Scheduled Carriers,2352121,6,2014,0.06181106024691617
663,04/18/2018 03:12:41 PM,2012-01-01,Arrival,Domestic,Charter,1111,1,2012,2.919581430305833e-05
664,04/18/2018 03:12:41 PM,2010-09-01,Arrival,Domestic,Scheduled Carriers,1656952,9,2010,0.0435428108920622
665,04/18/2018 03:12:41 PM,2017-05-01,Departure,International,Scheduled Carriers,1070651,5,2017,0.028135488550300364
666,04/18/2018 03:12:41 PM,2016-06-01,Departure,Domestic,Scheduled Carriers,2728966,6,2016,0.07171411752957685
667,04/18/2018 03:12:41 PM,2013-10-01,Arrival,Domestic,Commuter,26146,10,2013,0.0006870870934003268
668,04/18/2018 03:12:41 PM,2008-06-01,Departure,Domestic,Commuter,153408,6,2008,0.0040313874712903435
669,04/18/2018 03:12:41 PM,2008-03-01,Arrival,Domestic,Scheduled Carriers,1701779,3,2008,0.0447208133832982
670,04/18/2018 03:12:41 PM,2008-10-01,Departure,Domestic,Scheduled Carriers,1549714,10,2008,0.040724718422006964
671,04/18/2018 03:12:41 PM,2011-04-01,Arrival,Domestic,Scheduled Carriers,1758042,4,2011,0.04619934092617216
672,04/18/2018 03:12:41 PM,2013-04-01,Arrival,Domestic,Commuter,19027,4,2013,0.0005000078836582275
673,04/18/2018 03:12:41 PM,2011-06-01,Arrival,International,Scheduled Carriers,723027,6,2011,0.019000325857873406
674,04/18/2018 03:12:41 PM,2015-08-01,Arrival,International,Scheduled Carriers,1066533,8,2015,0.02802727220169551
675,02/02/2021 08:17:02 AM,2020-12-01,Departure,Domestic,Scheduled Carriers,839055,12,2020,0.02204940951399875
676,04/18/2018 03:12:41 PM,2006-11-01,Arrival,International,Scheduled Carriers,606061,11,2006,0.015926592630356288
677,04/18/2018 03:12:41 PM,2009-04-01,Departure,Domestic,Scheduled Carriers,1580238,4,2009,0.041526854367809445
678,04/18/2018 03:12:41 PM,2007-06-01,Departure,Domestic,Commuter,160245,6,2007,0.004211056042298453
679,01/10/2021 06:01:37 AM,2020-11-01,Departure,Domestic,Scheduled Carriers,844961,11,2020,0.02220461246564039
680,04/18/2018 03:12:41 PM,2012-12-01,Arrival,Domestic,Scheduled Carriers,1899213,12,2012,0.04990915397835672
681,04/18/2018 03:12:41 PM,2010-10-01,Departure,International,Scheduled Carriers,668372,10,2010,0.017564054723099642
682,04/18/2018 03:12:41 PM,2012-11-01,Arrival,Domestic,Scheduled Carriers,1784339,11,2012,0.04689039612754707
683,04/18/2018 03:12:41 PM,2009-06-01,Departure,Domestic,Commuter,143525,6,2009,0.003771673490410843
684,04/18/2018 03:12:41 PM,2017-07-01,Departure,Domestic,Scheduled Carriers,2834451,7,2017,0.07448614315672185
685,04/18/2018 03:12:41 PM,2016-03-01,Departure,Domestic,Charter,190,3,2016,4.9929835441773915e-06
686,04/18/2018 03:12:41 PM,2014-10-01,Arrival,International,Charter,21,10,2014,5.51856075935396e-07
687,04/18/2018 03:12:41 PM,2008-01-01,Arrival,Domestic,Commuter,142908,1,2008,0.003755459433322646
688,09/28/2020 04:07:45 PM,2020-08-01,Departure,Domestic,Charter,513,8,2020,1.3481055569278959e-05
689,04/18/2018 03:12:41 PM,2012-04-01,Departure,International,Scheduled Carriers,676387,4,2012,0.01777467979208165
690,04/18/2018 03:12:41 PM,2017-05-01,Arrival,International,Charter,26,5,2017,6.832503797295378e-07
691,04/18/2018 03:12:41 PM,2014-03-01,Departure,International,Scheduled Carriers,748979,3,2014,0.01968231485228652
692,07/18/2019 06:18:08 AM,2019-06-01,Departure,Domestic,Scheduled Carriers,2881061,6,2019,0.07571100085669086
693,04/18/2018 03:12:41 PM,2010-11-01,Departure,Domestic,Commuter,62949,11,2010,0.0016542280059074876
694,04/18/2018 03:12:41 PM,2015-12-01,Arrival,Domestic,Charter,5747,12,2015,0.0001510246127809867
695,04/18/2018 03:12:41 PM,2010-02-01,Arrival,Domestic,Commuter,44729,2,2010,0.0011754271628816346
696,04/18/2018 03:12:41 PM,2018-02-01,Departure,International,Charter,320,2,2018,8.409235442825082e-06
697,04/18/2018 03:12:41 PM,2011-05-01,Departure,Domestic,Scheduled Carriers,1883942,5,2011,0.04950784949570866
698,04/18/2018 03:12:41 PM,2009-03-01,Arrival,International,Commuter,5242,3,2009,0.00013775378809777837
699,04/18/2018 03:12:41 PM,2011-03-01,Departure,International,Scheduled Carriers,649132,3,2011,0.017058449442099784
700,04/18/2018 03:12:41 PM,2014-08-01,Arrival,International,Scheduled Carriers,949836,8,2014,0.024960607987722514
701,04/18/2018 03:12:41 PM,2007-03-01,Departure,Domestic,Charter,1468,3,2007,3.857736759396006e-05
702,04/18/2018 03:12:41 PM,2008-05-01,Arrival,International,Commuter,5632,5,2008,0.00014800254379372142
703,04/18/2018 03:12:41 PM,2007-04-01,Arrival,International,Scheduled Carriers,720743,4,2007,0.018940304939900243
704,04/18/2018 03:12:41 PM,2013-10-01,Departure,Domestic,Scheduled Carriers,1968906,10,2013,0.05174060662122175
705,04/18/2018 03:12:41 PM,2014-03-01,Arrival,Domestic,Scheduled Carriers,2093165,3,2014,0.05500599158025301
706,12/10/2019 06:01:20 AM,2019-10-01,Arrival,Domestic,Scheduled Carriers,2559984,10,2019,0.06727346308082852
707,04/18/2018 03:12:41 PM,2006-04-01,Departure,International,Commuter,1265,4,2006,3.32427588599179e-05
708,04/18/2018 03:12:41 PM,2008-01-01,Arrival,Domestic,Charter,789,1,2008,2.073402113871559e-05
709,05/04/2020 06:39:48 AM,2020-03-01,Arrival,International,Charter,168,3,2020,4.414848607483168e-06
710,11/26/2019 01:26:41 PM,2019-10-01,Arrival,International,Charter,8,10,2019,2.1023088607062704e-07
711,04/18/2018 03:12:41 PM,2008-11-01,Arrival,Domestic,Scheduled Carriers,1424520,11,2008,0.037434762728166204
712,04/18/2018 03:12:41 PM,2006-08-01,Arrival,International,Commuter,1001,8,2006,2.630513961958721e-05
713,04/18/2018 03:12:41 PM,2012-06-01,Departure,Domestic,Commuter,142300,6,2012,0.0037394818859812786
714,04/18/2018 03:12:41 PM,2015-06-01,Departure,Domestic,Commuter,1124,6,2015,2.9537439492923098e-05
715,04/18/2018 03:12:41 PM,2012-02-01,Departure,Domestic,Commuter,122033,2,2012,0.003206888214982104
716,04/18/2018 03:12:41 PM,2013-06-01,Arrival,International,Commuter,0,6,2013,0.0
717,04/18/2018 03:12:41 PM,2007-07-01,Arrival,Domestic,Charter,1254,7,2007,3.2953691391570787e-05
718,04/18/2018 03:12:41 PM,2014-05-01,Arrival,International,Scheduled Carriers,811223,5,2014,0.021318016261359037
719,04/18/2018 03:12:41 PM,2010-04-01,Departure,Domestic,Scheduled Carriers,1675442,4,2010,0.04402870702749294
720,09/26/2018 09:27:08 AM,2018-08-01,Departure,Domestic,Scheduled Carriers,2850617,8,2018,0.07491096721974908
721,04/18/2018 03:12:41 PM,2014-09-01,Departure,Domestic,Commuter,205,9,2014,5.387166455559818e-06
722,04/18/2018 03:12:41 PM,2014-10-01,Departure,Domestic,Commuter,0,10,2014,0.0
723,04/18/2018 03:12:41 PM,2015-06-01,Arrival,International,Charter,21,6,2015,5.51856075935396e-07
724,04/18/2018 03:12:41 PM,2013-02-01,Arrival,International,Scheduled Carriers,585661,2,2013,0.015390503870876187
